Table,Year,MsCode,CatCode,HECCode,Estimate,RSE,LowerCIB,UpperCIB,Flag
T1,2016,M001,C000A,01.1,24.5,4.2,23.5,25.6,
T1,2016,M001,C000A,01.1.01,10.5,5,10,11.1,
T1,2016,M001,C000A,01.1.02,14,4.4,13.4,14.6,
T1,2016,M001,C000A,01.2,29.2,3.8,28.1,30.3,
T1,2016,M001,C000A,01.2.01,24.6,3.8,23.6,25.5,
T1,2016,M001,C000A,01.2.02,4.6,8.8,4.2,5,
T1,2016,M001,C000A,01.3,87.8,3.9,84.4,91.2,
T1,2016,M001,C000A,01.3.01,18.6,3.3,18,19.2,
T1,2016,M001,C000A,01.3.02,15.2,3.9,14.6,15.8,
T1,2016,M001,C000A,01.3.03,2.8,5.2,2.6,2.9,
T1,2016,M001,C000A,01.3.04,5.1,4.4,4.9,5.4,
T1,2016,M001,C000A,01.3.05,12.8,4.3,12.3,13.3,
T1,2016,M001,C000A,01.3.06,33.3,9.1,30.3,36.3,
T1,2016,M001,C000A,01.4,11.7,5,11.1,12.3,
T1,2016,M001,C000A,01.4.01,3.8,6.9,3.5,4,
T1,2016,M001,C000A,01.4.02,7.9,6.4,7.4,8.4,
T1,2016,M001,C000A,01.5,60.7,6,57,64.4,
T1,2016,M001,C000A,01.5.01,23.6,8.5,21.6,25.6,
T1,2016,M001,C000A,01.5.02,36.4,6.1,34.2,38.6,
T1,2016,M001,C000A,01.5.03,0.7,97.5,0,1.4,
T1,2016,M001,C000A,01,213.9,3.2,207,220.7,
T1,2016,M001,C000A,02.1,21.2,8.2,19.4,22.9,
T1,2016,M001,C000A,02.1.01,7.2,11.1,6.4,8,
T1,2016,M001,C000A,02.1.02,8.8,9.3,8,9.6,
T1,2016,M001,C000A,02.1.03,2.3,20.7,1.8,2.8,
T1,2016,M001,C000A,02.1.04,2.9,25.2,2.2,3.7,
T1,2016,M001,C000A,02.2,9.2,13.7,8,10.5,
T1,2016,M001,C000A,02.2.00,9.2,13.7,8,10.5,
T1,2016,M001,C000A,02.3,,,,,S
T1,2016,M001,C000A,02.3.00,,,,,S
T1,2016,M001,C000A,02,30.4,7.6,28.1,32.7,
T1,2016,M001,C000A,03.1,29.3,10,26.4,32.2,
T1,2016,M001,C000A,03.1.01,6.3,12.4,5.5,7.1,
T1,2016,M001,C000A,03.1.02,5.5,21.8,4.3,6.6,
T1,2016,M001,C000A,03.1.03,12.3,15.3,10.4,14.2,
T1,2016,M001,C000A,03.1.04,2.9,23.6,2.2,3.6,
T1,2016,M001,C000A,03.1.05,0.8,23.5,0.6,1,
T1,2016,M001,C000A,03.1.06,0.7,27.3,0.5,0.9,
T1,2016,M001,C000A,03.1.07,0.9,23.5,0.7,1.1,
T1,2016,M001,C000A,03.2,7.4,16.1,6.2,8.6,
T1,2016,M001,C000A,03.2.01,2.1,29.2,1.5,2.7,
T1,2016,M001,C000A,03.2.02,1.2,35,0.8,1.6,
T1,2016,M001,C000A,03.2.03,3.2,28.4,2.3,4.1,
T1,2016,M001,C000A,03.2.04,0.6,28.6,0.4,0.8,
T1,2016,M001,C000A,03.2.05,0.3,51.5,0.1,0.4,
T1,2016,M001,C000A,03,36.7,10,33.1,40.4,
T1,2016,M001,C000A,04.1,101.4,7.1,94.2,108.6,
T1,2016,M001,C000A,04.1.01,99.2,7.2,92.1,106.3,
T1,2016,M001,C000A,04.1.02,2.2,21.9,1.7,2.7,
T1,2016,M001,C000A,04.2,109.5,21.7,85.8,133.2,
T1,2016,M001,C000A,04.2.01,60.2,10.7,53.8,66.6,
T1,2016,M001,C000A,04.2.02,4.1,24.1,3.1,5.1,
T1,2016,M001,C000A,04.2.03,45.2,48.6,23.2,67.1,
T1,2016,M001,C000A,04.3,25.6,19.9,20.5,30.7,
T1,2016,M001,C000A,04.3.01,8.5,42.7,4.8,12.1,
T1,2016,M001,C000A,04.3.02,17.1,19.1,13.9,20.4,
T1,2016,M001,C000A,04.4,38.6,3.2,37.4,39.9,
T1,2016,M001,C000A,04.4.01,4.1,9,3.8,4.5,
T1,2016,M001,C000A,04.4.02,1.4,22.1,1.1,1.8,
T1,2016,M001,C000A,04.4.03,32.8,3.5,31.7,33.9,
T1,2016,M001,C000A,04.4.04,0.2,46,0.1,0.3,
T1,2016,M001,C000A,04.5,46.4,3.1,45,47.8,
T1,2016,M001,C000A,04.5.01,37.7,3.7,36.3,39.1,
T1,2016,M001,C000A,04.5.02,2.8,14.8,2.4,3.3,
T1,2016,M001,C000A,04.5.03,1.1,16,1,1.3,
T1,2016,M001,C000A,04.5.04,0.1,63.3,0,0.1,
T1,2016,M001,C000A,04.5.05,4.6,16.3,3.8,5.4,
T1,2016,M001,C000A,04.6,1.7,37.4,1.1,2.4,
T1,2016,M001,C000A,04.6.00,1.7,37.4,1.1,2.4,
T1,2016,M001,C000A,04,323.2,7.8,297.8,348.5,
T1,2016,M001,C000A,05.1,12.6,12.3,11,14.1,
T1,2016,M001,C000A,05.1.01,10.2,11.9,8.9,11.4,
T1,2016,M001,C000A,05.1.02,2.2,34.4,1.5,3,
T1,2016,M001,C000A,05.1.03,0.2,103.2,0,0.4,
T1,2016,M001,C000A,05.2,3.9,15,3.3,4.5,
T1,2016,M001,C000A,05.2.00,3.9,15,3.3,4.5,
T1,2016,M001,C000A,05.3,9,10.8,8.1,10,
T1,2016,M001,C000A,05.3.01,7.4,11.7,6.5,8.2,
T1,2016,M001,C000A,05.3.02,1.3,28.9,0.9,1.7,
T1,2016,M001,C000A,05.3.03,0.4,28.7,0.3,0.5,
T1,2016,M001,C000A,05.4,4.4,17.4,3.7,5.2,
T1,2016,M001,C000A,05.4.00,4.4,17.4,3.7,5.2,
T1,2016,M001,C000A,05.5,6.5,14.6,5.6,7.5,
T1,2016,M001,C000A,05.5.01,2.2,22.5,1.7,2.7,
T1,2016,M001,C000A,05.5.02,4.4,19.2,3.5,5.2,
T1,2016,M001,C000A,05.6,10.8,10.1,9.7,11.9,
T1,2016,M001,C000A,05.6.01,6.9,6.1,6.5,7.3,
T1,2016,M001,C000A,05.6.02,3.9,25.4,2.9,4.9,
T1,2016,M001,C000A,05,47.3,6.2,44.4,50.3,
T1,2016,M001,C000A,06.1,13.5,15.9,11.3,15.6,
T1,2016,M001,C000A,06.1.01,8.8,10.7,7.8,9.7,
T1,2016,M001,C000A,06.1.02,0.4,33.4,0.3,0.6,
T1,2016,M001,C000A,06.1.03,4.3,43.6,2.4,6.2,
T1,2016,M001,C000A,06.2,23.8,18.9,19.3,28.2,
T1,2016,M001,C000A,06.2.01,15.3,26.4,11.3,19.3,
T1,2016,M001,C000A,06.2.02,8,20,6.4,9.6,
T1,2016,M001,C000A,06.2.03,0.5,63.6,0.2,0.8,
T1,2016,M001,C000A,06.3,0.5,104,0,1,
T1,2016,M001,C000A,06.3.00,0.5,104,0,1,
T1,2016,M001,C000A,06,37.8,13.7,32.6,42.9,
T1,2016,M001,C000A,07.1,71.8,14.6,61.4,82.3,
T1,2016,M001,C000A,07.1.01,25.6,25.7,19.1,32.2,
T1,2016,M001,C000A,07.1.02,44,15.3,37.2,50.7,
T1,2016,M001,C000A,07.1.03,1.4,59.7,0.6,2.2,
T1,2016,M001,C000A,07.1.04,0.8,44,0.5,1.2,
T1,2016,M001,C000A,07.2,67.8,4.2,65,70.7,
T1,2016,M001,C000A,07.2.01,5.6,14,4.8,6.4,
T1,2016,M001,C000A,07.2.02,42.4,5,40.3,44.5,
T1,2016,M001,C000A,07.2.03,2.9,19.4,2.4,3.5,
T1,2016,M001,C000A,07.2.04,6,13.6,5.1,6.8,
T1,2016,M001,C000A,07.2.05,10.9,7.1,10.1,11.7,
T1,2016,M001,C000A,07.3,50,12.4,43.8,56.3,
T1,2016,M001,C000A,07.3.01,0.7,39.3,0.4,1,
T1,2016,M001,C000A,07.3.02,4.5,15.4,3.8,5.1,
T1,2016,M001,C000A,07.3.03,4.3,16.4,3.6,5,
T1,2016,M001,C000A,07.3.04,39.2,15.1,33.3,45.1,
T1,2016,M001,C000A,07.3.05,0.9,66.6,0.3,1.4,
T1,2016,M001,C000A,07.3.06,,,,,S
T1,2016,M001,C000A,07.3.07,0.2,84.6,0,0.4,
T1,2016,M001,C000A,07,189.7,7.7,175.2,204.3,
T1,2016,M001,C000A,08.1,1.2,22,1,1.5,
T1,2016,M001,C000A,08.1.00,1.2,22,1,1.5,
T1,2016,M001,C000A,08.2,3,34.3,1.9,4,
T1,2016,M001,C000A,08.2.00,3,34.3,1.9,4,
T1,2016,M001,C000A,08.3,31,2.7,30.2,31.8,
T1,2016,M001,C000A,08.3.00,31,2.7,30.2,31.8,
T1,2016,M001,C000A,08,35.2,3.9,33.8,36.6,
T1,2016,M001,C000A,09.1,8.9,11.6,7.8,9.9,
T1,2016,M001,C000A,09.1.01,3.4,17.1,2.8,4,
T1,2016,M001,C000A,09.1.02,4,17.5,3.3,4.7,
T1,2016,M001,C000A,09.1.03,1.3,18.9,1,1.5,
T1,2016,M001,C000A,09.1.04,0.2,53.8,0.1,0.3,
T1,2016,M001,C000A,09.2,4.8,56,2.1,7.5,
T1,2016,M001,C000A,09.2.00,4.8,56,2.1,7.5,
T1,2016,M001,C000A,09.3,25,9.5,22.6,27.4,
T1,2016,M001,C000A,09.3.01,5.7,17.3,4.7,6.6,
T1,2016,M001,C000A,09.3.02,5.8,26.2,4.3,7.3,
T1,2016,M001,C000A,09.3.03,5,14.5,4.3,5.7,
T1,2016,M001,C000A,09.3.04,8.5,13,7.4,9.6,
T1,2016,M001,C000A,09.4,44.2,8.6,40.4,48,
T1,2016,M001,C000A,09.4.01,12.9,12.1,11.3,14.4,
T1,2016,M001,C000A,09.4.02,22.1,10,19.8,24.3,
T1,2016,M001,C000A,09.4.03,4.2,27.2,3.1,5.4,
T1,2016,M001,C000A,09.4.04,5,36.7,3.2,6.9,
T1,2016,M001,C000A,09.5,8.6,10.5,7.7,9.5,
T1,2016,M001,C000A,09.5.01,2.5,26,1.9,3.2,
T1,2016,M001,C000A,09.5.02,2.3,16.5,1.9,2.7,
T1,2016,M001,C000A,09.5.03,0.8,15.6,0.7,1,
T1,2016,M001,C000A,09.5.04,2.9,15.8,2.5,3.4,
T1,2016,M001,C000A,09.6,21.4,15.2,18.1,24.6,
T1,2016,M001,C000A,09.6.00,21.4,15.2,18.1,24.6,
T1,2016,M001,C000A,09.9,2.3,79.8,0.5,4.1,
T1,2016,M001,C000A,09.9.00,2.3,79.8,0.5,4.1,
T1,2016,M001,C000A,09,115.1,6.6,107.6,122.7,
T1,2016,M001,C000A,10.1,5.3,27.3,3.9,6.8,
T1,2016,M001,C000A,10.1.00,5.3,27.3,3.9,6.8,
T1,2016,M001,C000A,10.2,6.1,34.7,4,8.2,
T1,2016,M001,C000A,10.2.00,6.1,34.7,4,8.2,
T1,2016,M001,C000A,10.3,8.6,34.3,5.6,11.5,
T1,2016,M001,C000A,10.3.00,8.6,34.3,5.6,11.5,
T1,2016,M001,C000A,10.4,1.5,47.2,0.8,2.2,
T1,2016,M001,C000A,10.4.00,1.5,47.2,0.8,2.2,
T1,2016,M001,C000A,10,21.5,18.3,17.6,25.4,
T1,2016,M001,C000A,11.1,25.4,7.4,23.5,27.2,
T1,2016,M001,C000A,11.1.01,10.3,13.9,8.9,11.7,
T1,2016,M001,C000A,11.1.02,0.3,41.1,0.2,0.4,
T1,2016,M001,C000A,11.1.03,14.8,6.8,13.8,15.8,
T1,2016,M001,C000A,11.3,14,13.6,12.1,15.9,
T1,2016,M001,C000A,11.3.01,2.5,25.5,1.9,3.2,
T1,2016,M001,C000A,11.3.02,11.5,15.1,9.7,13.2,
T1,2016,M001,C000A,11.4,59.9,5.1,56.8,62.9,
T1,2016,M001,C000A,11.4.01,9.6,12.8,8.4,10.9,
T1,2016,M001,C000A,11.4.02,6.1,8.6,5.5,6.6,
T1,2016,M001,C000A,11.4.03,4.4,8.2,4,4.8,
T1,2016,M001,C000A,11.4.04,10.4,12.3,9.1,11.7,
T1,2016,M001,C000A,11.4.05,9.4,6,8.9,10,
T1,2016,M001,C000A,11.4.06,16.7,7.7,15.4,18,
T1,2016,M001,C000A,11.4.07,3.2,21.2,2.5,3.9,
T1,2016,M001,C000A,11.5,2.7,12,2.3,3,
T1,2016,M001,C000A,11.5.01,2.7,12,2.3,3,
T1,2016,M001,C000A,11.5.02,,,,,S
T1,2016,M001,C000A,11.6,9.7,27.3,7.1,12.4,
T1,2016,M001,C000A,11.6.01,1.4,28.7,1,1.8,
T1,2016,M001,C000A,11.6.02,5.2,43.3,3,7.5,
T1,2016,M001,C000A,11.6.03,,,,,S
T1,2016,M001,C000A,11.6.04,3.1,34,2,4.1,
T1,2016,M001,C000A,11,111.6,5,106.1,117.2,
T1,2016,M001,C000A,13.1,102.2,11.8,90.1,114.2,
T1,2016,M001,C000A,13.1.01,91.2,10.2,81.9,100.5,
T1,2016,M001,C000A,13.1.02,7.5,70,2.3,12.8,
T1,2016,M001,C000A,13.1.03,0.6,42.1,0.3,0.8,
T1,2016,M001,C000A,13.1.04,2.8,26.4,2.1,3.6,
T1,2016,M001,C000A,13.2,32.3,14.4,27.6,36.9,
T1,2016,M001,C000A,13.2.00,32.3,14.4,27.6,36.9,
T1,2016,M001,C000A,13.3,7.5,45.3,4.1,10.9,
T1,2016,M001,C000A,13.3.00,7.5,45.3,4.1,10.9,
T1,2016,M001,C000A,13.4,0.2,74.2,0.1,0.4,
T1,2016,M001,C000A,13.4.00,0.2,74.2,0.1,0.4,
T1,2016,M001,C000A,13,142.2,10.9,126.7,157.7,
T1,2016,M001,C000A,14,-43.7,35.5,-59.3,-28.2,
T1,2016,M001,C000A,Net,1260.9,4.6,1202.3,1319.5,
T1,2019,M001,C000A,01.1,23.5,4,22.6,24.5,
T1,2019,M001,C000A,01.1.01,9.6,4.7,9.2,10,
T1,2019,M001,C000A,01.1.02,13.9,4.5,13.3,14.6,
T1,2019,M001,C000A,01.2,28.1,5.3,26.6,29.5,
T1,2019,M001,C000A,01.2.01,23.3,5.3,22,24.5,
T1,2019,M001,C000A,01.2.02,4.8,10.4,4.3,5.3,
T1,2019,M001,C000A,01.3,102.8,3.3,99.5,106.2,
T1,2019,M001,C000A,01.3.01,18.3,4.2,17.5,19,
T1,2019,M001,C000A,01.3.02,15.5,4.5,14.8,16.2,
T1,2019,M001,C000A,01.3.03,3.3,7.8,3,3.5,
T1,2019,M001,C000A,01.3.04,5.2,6.9,4.8,5.6,
T1,2019,M001,C000A,01.3.05,13.1,6.1,12.3,13.9,
T1,2019,M001,C000A,01.3.06,47.5,7.6,43.9,51.1,
T1,2019,M001,C000A,01.4,11.5,6.6,10.7,12.2,
T1,2019,M001,C000A,01.4.01,3.9,11,3.5,4.4,
T1,2019,M001,C000A,01.4.02,7.5,6.4,7.1,8,
T1,2019,M001,C000A,01.5,67.7,8,62.2,73.1,
T1,2019,M001,C000A,01.5.01,26.5,8.2,24.3,28.6,
T1,2019,M001,C000A,01.5.02,39,5.1,37,41,
T1,2019,M001,C000A,01.5.03,2.2,182.7,-1.8,6.1,
T1,2019,M001,C000A,01,233.6,2.9,226.8,240.3,
T1,2019,M001,C000A,02.1,20.5,7.5,19,22.1,
T1,2019,M001,C000A,02.1.01,7.1,10.1,6.3,7.8,
T1,2019,M001,C000A,02.1.02,7.9,10.5,7.1,8.7,
T1,2019,M001,C000A,02.1.03,2.1,24.8,1.6,2.6,
T1,2019,M001,C000A,02.1.04,3.5,18.9,2.8,4.1,
T1,2019,M001,C000A,02.2,8.8,13.5,7.6,10,
T1,2019,M001,C000A,02.2.00,8.8,13.5,7.6,10,
T1,2019,M001,C000A,02.3,,,,,S
T1,2019,M001,C000A,02.3.00,,,,,S
T1,2019,M001,C000A,02,29.4,6.9,27.3,31.4,
T1,2019,M001,C000A,03.1,29,10.1,26.1,31.9,
T1,2019,M001,C000A,03.1.01,9.9,15.4,8.4,11.4,
T1,2019,M001,C000A,03.1.02,4.5,28.2,3.2,5.8,
T1,2019,M001,C000A,03.1.03,10.3,14.4,8.8,11.8,
T1,2019,M001,C000A,03.1.04,2,18.8,1.6,2.4,
T1,2019,M001,C000A,03.1.05,0.7,20.3,0.6,0.9,
T1,2019,M001,C000A,03.1.06,0.7,37,0.5,1,
T1,2019,M001,C000A,03.1.07,0.8,35.3,0.5,1.1,
T1,2019,M001,C000A,03.2,7.7,16.7,6.4,9,
T1,2019,M001,C000A,03.2.01,3.1,25,2.3,3.9,
T1,2019,M001,C000A,03.2.02,1.2,54.5,0.6,1.9,
T1,2019,M001,C000A,03.2.03,2.2,29.1,1.6,2.9,
T1,2019,M001,C000A,03.2.04,1,43.2,0.6,1.4,
T1,2019,M001,C000A,03.2.05,0.2,40.6,0.1,0.3,
T1,2019,M001,C000A,03,36.7,9.4,33.2,40.1,
T1,2019,M001,C000A,04.1,123.4,6.4,115.4,131.3,
T1,2019,M001,C000A,04.1.01,120.7,6.4,112.9,128.5,
T1,2019,M001,C000A,04.1.02,2.7,26.8,2,3.4,
T1,2019,M001,C000A,04.2,104.2,13.4,90.2,118.2,
T1,2019,M001,C000A,04.2.01,69.2,8.4,63.4,75,
T1,2019,M001,C000A,04.2.02,4,26.3,3,5.1,
T1,2019,M001,C000A,04.2.03,31,35,20.2,41.9,
T1,2019,M001,C000A,04.3,28.6,16.8,23.8,33.4,
T1,2019,M001,C000A,04.3.01,10,27.3,7.3,12.7,
T1,2019,M001,C000A,04.3.02,18.6,21,14.7,22.5,
T1,2019,M001,C000A,04.4,39.7,4.2,38.1,41.4,
T1,2019,M001,C000A,04.4.01,4.5,7.7,4.2,4.9,
T1,2019,M001,C000A,04.4.02,1.2,21.3,0.9,1.5,
T1,2019,M001,C000A,04.4.03,33.8,4.5,32.3,35.3,
T1,2019,M001,C000A,04.4.04,0.2,54.1,0.1,0.3,
T1,2019,M001,C000A,04.5,44.6,2.6,43.5,45.8,
T1,2019,M001,C000A,04.5.01,36.9,3.1,35.8,38.1,
T1,2019,M001,C000A,04.5.02,3.1,8.8,2.8,3.4,
T1,2019,M001,C000A,04.5.03,1.1,12.4,1,1.2,
T1,2019,M001,C000A,04.5.04,0.1,81.4,0,0.1,
T1,2019,M001,C000A,04.5.05,3.5,14.5,3,4,
T1,2019,M001,C000A,04.6,3.7,34.3,2.4,4.9,
T1,2019,M001,C000A,04.6.00,3.7,34.3,2.4,4.9,
T1,2019,M001,C000A,04,344.2,4.9,327.5,360.9,
T1,2019,M001,C000A,05.1,13.6,14.2,11.7,15.5,
T1,2019,M001,C000A,05.1.01,10.5,16.2,8.8,12.2,
T1,2019,M001,C000A,05.1.02,2.7,28.1,2,3.5,
T1,2019,M001,C000A,05.1.03,0.4,105,0,0.8,
T1,2019,M001,C000A,05.2,4.8,17.4,4,5.7,
T1,2019,M001,C000A,05.2.00,4.8,17.4,4,5.7,
T1,2019,M001,C000A,05.3,10.2,17.9,8.4,12.1,
T1,2019,M001,C000A,05.3.01,8.4,21.1,6.6,10.2,
T1,2019,M001,C000A,05.3.02,1.3,41.1,0.8,1.8,
T1,2019,M001,C000A,05.3.03,0.5,65.4,0.2,0.9,
T1,2019,M001,C000A,05.4,4.1,15.7,3.5,4.8,
T1,2019,M001,C000A,05.4.00,4.1,15.7,3.5,4.8,
T1,2019,M001,C000A,05.5,5.7,13.7,4.9,6.5,
T1,2019,M001,C000A,05.5.01,2.3,19.9,1.9,2.8,
T1,2019,M001,C000A,05.5.02,3.4,17.5,2.8,4,
T1,2019,M001,C000A,05.6,12.8,14.2,11,14.6,
T1,2019,M001,C000A,05.6.01,7.2,8.7,6.6,7.8,
T1,2019,M001,C000A,05.6.02,5.6,29.7,3.9,7.3,
T1,2019,M001,C000A,05,51.3,7.7,47.4,55.2,
T1,2019,M001,C000A,06.1,13.9,16.2,11.6,16.1,
T1,2019,M001,C000A,06.1.01,9,11.5,8,10,
T1,2019,M001,C000A,06.1.02,1,62.2,0.4,1.6,
T1,2019,M001,C000A,06.1.03,3.9,46.9,2.1,5.7,
T1,2019,M001,C000A,06.2,27,11.5,23.9,30.1,
T1,2019,M001,C000A,06.2.01,15.2,13.5,13.2,17.3,
T1,2019,M001,C000A,06.2.02,11.6,20.5,9.2,13.9,
T1,2019,M001,C000A,06.2.03,0.2,39.9,0.1,0.3,
T1,2019,M001,C000A,06.3,1,104.9,0,2,
T1,2019,M001,C000A,06.3.00,1,104.9,0,2,
T1,2019,M001,C000A,06,41.9,10.3,37.6,46.2,
T1,2019,M001,C000A,07.1,77.3,10.8,69,85.6,
T1,2019,M001,C000A,07.1.01,30.3,21.7,23.7,36.9,
T1,2019,M001,C000A,07.1.02,44.8,12.4,39.2,50.3,
T1,2019,M001,C000A,07.1.03,1.1,39.4,0.6,1.5,
T1,2019,M001,C000A,07.1.04,1.2,26.4,0.9,1.5,
T1,2019,M001,C000A,07.2,74.6,4.2,71.5,77.7,
T1,2019,M001,C000A,07.2.01,7.4,17.7,6.1,8.8,
T1,2019,M001,C000A,07.2.02,48.5,4.9,46.1,50.9,
T1,2019,M001,C000A,07.2.03,4.1,16.6,3.4,4.8,
T1,2019,M001,C000A,07.2.04,5.6,11.1,5,6.2,
T1,2019,M001,C000A,07.2.05,8.9,6.1,8.4,9.5,
T1,2019,M001,C000A,07.3,63.9,9.9,57.6,70.2,
T1,2019,M001,C000A,07.3.01,1.1,50.3,0.6,1.7,
T1,2019,M001,C000A,07.3.02,5.5,12.5,4.8,6.2,
T1,2019,M001,C000A,07.3.03,5.1,14.1,4.4,5.8,
T1,2019,M001,C000A,07.3.04,48.7,11.9,42.9,54.5,
T1,2019,M001,C000A,07.3.05,0.4,83.9,0.1,0.7,
T1,2019,M001,C000A,07.3.06,,,,,S
T1,2019,M001,C000A,07.3.07,3.1,20.4,2.5,3.7,
T1,2019,M001,C000A,07,215.8,5.4,204.3,227.4,
T1,2019,M001,C000A,08.1,1.2,41,0.7,1.8,
T1,2019,M001,C000A,08.1.00,1.2,41,0.7,1.8,
T1,2019,M001,C000A,08.2,5,66.3,1.7,8.3,
T1,2019,M001,C000A,08.2.00,5,66.3,1.7,8.3,
T1,2019,M001,C000A,08.3,32.7,3.2,31.7,33.8,
T1,2019,M001,C000A,08.3.00,32.7,3.2,31.7,33.8,
T1,2019,M001,C000A,08,39,9,35.5,42.5,
T1,2019,M001,C000A,09.1,9.8,12.6,8.6,11.1,
T1,2019,M001,C000A,09.1.01,3.5,17.8,2.9,4.2,
T1,2019,M001,C000A,09.1.02,4.7,17.5,3.9,5.5,
T1,2019,M001,C000A,09.1.03,1,27.2,0.7,1.3,
T1,2019,M001,C000A,09.1.04,0.6,61.9,0.2,1,
T1,2019,M001,C000A,09.2,4.9,33.1,3.3,6.5,
T1,2019,M001,C000A,09.2.00,4.9,33.1,3.3,6.5,
T1,2019,M001,C000A,09.3,28.5,17.3,23.6,33.4,
T1,2019,M001,C000A,09.3.01,5,18.4,4.1,5.9,
T1,2019,M001,C000A,09.3.02,7.9,54,3.6,12.2,
T1,2019,M001,C000A,09.3.03,6.7,16,5.6,7.7,
T1,2019,M001,C000A,09.3.04,8.9,14.8,7.6,10.3,
T1,2019,M001,C000A,09.4,41.7,7.7,38.5,44.9,
T1,2019,M001,C000A,09.4.01,14.2,11.5,12.6,15.9,
T1,2019,M001,C000A,09.4.02,18.3,10.5,16.4,20.2,
T1,2019,M001,C000A,09.4.03,4.8,31.1,3.3,6.3,
T1,2019,M001,C000A,09.4.04,4.4,15.4,3.7,5,
T1,2019,M001,C000A,09.5,7.5,12.1,6.6,8.4,
T1,2019,M001,C000A,09.5.01,2.5,20.5,2,3,
T1,2019,M001,C000A,09.5.02,2,23.5,1.5,2.4,
T1,2019,M001,C000A,09.5.03,0.8,18.7,0.6,0.9,
T1,2019,M001,C000A,09.5.04,2.2,15.5,1.9,2.6,
T1,2019,M001,C000A,09.6,30,20.6,23.8,36.1,
T1,2019,M001,C000A,09.6.00,30,20.6,23.8,36.1,
T1,2019,M001,C000A,09.9,7.6,55.9,3.3,11.8,
T1,2019,M001,C000A,09.9.00,7.6,55.9,3.3,11.8,
T1,2019,M001,C000A,09,130,8.2,119.4,140.6,
T1,2019,M001,C000A,10.1,6.6,18.9,5.3,7.8,
T1,2019,M001,C000A,10.1.00,6.6,18.9,5.3,7.8,
T1,2019,M001,C000A,10.2,4.2,24.6,3.1,5.2,
T1,2019,M001,C000A,10.2.00,4.2,24.6,3.1,5.2,
T1,2019,M001,C000A,10.3,6.4,41.2,3.8,9.1,
T1,2019,M001,C000A,10.3.00,6.4,41.2,3.8,9.1,
T1,2019,M001,C000A,10.4,2.3,67.5,0.7,3.8,
T1,2019,M001,C000A,10.4.00,2.3,67.5,0.7,3.8,
T1,2019,M001,C000A,10,19.5,17.2,16.1,22.8,
T1,2019,M001,C000A,11.1,25.1,11.1,22.3,27.9,
T1,2019,M001,C000A,11.1.01,11.6,21.6,9.1,14.1,
T1,2019,M001,C000A,11.1.02,0.4,62.2,0.2,0.7,
T1,2019,M001,C000A,11.1.03,13.2,7.5,12.2,14.1,
T1,2019,M001,C000A,11.3,14.8,12.5,13,16.7,
T1,2019,M001,C000A,11.3.01,2.5,42.7,1.4,3.5,
T1,2019,M001,C000A,11.3.02,12.4,12.1,10.9,13.9,
T1,2019,M001,C000A,11.4,65.3,3.9,62.7,67.9,
T1,2019,M001,C000A,11.4.01,10.1,8.3,9.3,11,
T1,2019,M001,C000A,11.4.02,7.1,9.3,6.4,7.7,
T1,2019,M001,C000A,11.4.03,2.2,11.2,1.9,2.4,
T1,2019,M001,C000A,11.4.04,10.7,11.3,9.5,11.9,
T1,2019,M001,C000A,11.4.05,10.9,5.2,10.3,11.5,
T1,2019,M001,C000A,11.4.06,20.9,6.1,19.6,22.1,
T1,2019,M001,C000A,11.4.07,3.5,12.4,3.1,3.9,
T1,2019,M001,C000A,11.5,2.2,9.5,2,2.4,
T1,2019,M001,C000A,11.5.01,2.2,9.6,2,2.4,
T1,2019,M001,C000A,11.5.02,,,,,S
T1,2019,M001,C000A,11.6,6.8,30.3,4.7,8.8,
T1,2019,M001,C000A,11.6.01,1.4,17.4,1.2,1.7,
T1,2019,M001,C000A,11.6.02,2.8,64.7,1,4.6,
T1,2019,M001,C000A,11.6.03,,,,,S
T1,2019,M001,C000A,11.6.04,2.6,32.5,1.7,3.4,
T1,2019,M001,C000A,11,114.2,4.3,109.2,119.2,
T1,2019,M001,C000A,13.1,91.5,7.8,84.3,98.7,
T1,2019,M001,C000A,13.1.01,82.6,8.4,75.6,89.6,
T1,2019,M001,C000A,13.1.02,5.8,21.2,4.5,7,
T1,2019,M001,C000A,13.1.03,0.9,31.5,0.6,1.1,
T1,2019,M001,C000A,13.1.04,2.3,16,1.9,2.6,
T1,2019,M001,C000A,13.2,36.9,8.1,33.9,39.8,
T1,2019,M001,C000A,13.2.00,36.9,8.1,33.9,39.8,
T1,2019,M001,C000A,13.3,5.2,38.3,3.2,7.2,
T1,2019,M001,C000A,13.3.00,5.2,38.3,3.2,7.2,
T1,2019,M001,C000A,13.4,0.1,61.7,0,0.1,
T1,2019,M001,C000A,13.4.00,0.1,61.7,0,0.1,
T1,2019,M001,C000A,13,133.6,6.2,125.4,141.9,
T1,2019,M001,C000A,14,-40.4,27.9,-51.6,-29.1,
T1,2019,M001,C000A,Net,1348.7,2.7,1311.7,1385.7,
T1,D001,M001,C000A,01.1,-4,5.5,-9.5,1.5,
T1,D001,M001,C000A,01.1.01,-8.8,6.1,-14.9,-2.7,
T1,D001,M001,C000A,01.1.02,-0.4,6.3,-6.7,5.9,
T1,D001,M001,C000A,01.2,-3.8,5.7,-9.6,1.9,
T1,D001,M001,C000A,01.2.01,-5.3,5.8,-11,0.5,
T1,D001,M001,C000A,01.2.02,3.6,13.9,-10.2,17.5,
